tripduration,index,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
457.0,516,1,01/01/2021 12:19:07 AM,01/01/2021 12:26:44 AM,2,1.9,1,N,74,168,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8,0.0
915.0,517,1,01/01/2021 12:31:07 AM,01/01/2021 12:46:22 AM,1,2.5,1,N,168,167,2,12.0,0.5,0.5,0.0,0.0,0.3,13.3,0.0
861.0,518,1,01/01/2021 12:32:24 AM,01/01/2021 12:46:45 AM,1,5.5,1,Y,164,261,2,18.5,3.0,0.5,0.0,0.0,0.3,22.3,2.5
893.0,519,2,01/01/2021 12:46:46 AM,01/01/2021 01:01:39 AM,6,3.71,1,N,48,151,2,13.5,0.5,0.5,0.0,0.0,0.3,17.3,2.5
930.0,520,2,01/01/2021 12:16:42 AM,01/01/2021 12:32:12 AM,2,2.39,1,N,43,164,2,12.0,0.5,0.5,0.0,0.0,0.3,15.8,2.5
451.0,521,2,01/01/2021 12:44:31 AM,01/01/2021 12:52:02 AM,2,1.29,1,N,234,79,1,7.0,0.5,0.5,2.16,0.0,0.3,12.96,2.5
2750.0,522,2,01/01/2021 12:58:26 AM,01/01/2021 01:44:16 AM,2,12.95,1,N,79,79,4,-41.5,-0.5,-0.5,0.0,0.0,-0.3,-45.3,-2.5
2750.0,523,2,01/01/2021 12:58:26 AM,01/01/2021 01:44:16 AM,2,12.95,1,N,79,79,2,41.5,0.5,0.5,0.0,0.0,0.3,45.3,2.5
658.0,525,2,01/01/2021 12:34:42 AM,01/01/2021 12:45:40 AM,3,2.7,1,N,142,229,1,11.0,0.5,0.5,4.44,0.0,0.3,19.24,2.5
782.0,526,2,01/01/2021 12:52:28 AM,01/01/2021 01:05:30 AM,2,3.41,1,N,141,41,1,12.5,0.5,0.5,3.26,0.0,0.3,19.56,2.5
238.0,527,1,01/01/2021 12:00:50 AM,01/01/2021 12:04:48 AM,1,0.7,1,N,162,161,1,5.0,3.0,0.5,2.6,0.0,0.3,11.4,2.5
283.0,528,1,01/01/2021 12:17:40 AM,01/01/2021 12:22:23 AM,1,1.0,1,N,236,43,1,6.0,3.0,0.5,1.5,0.0,0.3,11.3,2.5
818.0,529,1,01/01/2021 12:24:49 AM,01/01/2021 12:38:27 AM,1,2.6,1,N,43,238,1,11.5,3.0,0.5,5.0,0.0,0.3,20.3,2.5
407.0,531,2,01/01/2021 12:36:22 AM,01/01/2021 12:43:09 AM,1,0.8,1,N,230,50,1,6.0,0.5,0.5,1.96,0.0,0.3,11.76,2.5
145.0,532,2,01/01/2021 12:52:48 AM,01/01/2021 12:55:13 AM,1,0.54,1,N,237,236,1,4.0,0.5,0.5,1.4,0.0,0.3,9.2,2.5
476.0,533,2,01/01/2021 12:40:01 AM,01/01/2021 12:47:57 AM,1,2.0,1,N,74,166,1,8.5,0.5,0.5,0.0,0.0,0.3,9.8,0.0
250.0,534,1,01/01/2021 12:43:02 AM,01/01/2021 12:47:12 AM,1,0.7,1,N,262,236,2,5.0,3.0,0.5,0.0,0.0,0.3,8.8,2.5
334.0,535,1,01/01/2021 12:50:01 AM,01/01/2021 12:55:35 AM,1,1.3,1,N,236,141,1,6.5,3.0,0.5,2.55,0.0,0.3,12.85,2.5
1025.0,536,1,01/01/2021 12:57:54 AM,01/01/2021 01:14:59 AM,1,4.4,1,N,141,152,2,15.5,3.0,0.5,0.0,0.0,0.3,19.3,2.5
245.0,537,2,01/01/2021 12:21:43 AM,01/01/2021 12:25:48 AM,1,1.27,1,N,107,263,1,5.5,0.5,0.5,1.4,0.0,0.3,10.7,2.5
1158.0,538,2,01/01/2021 12:33:09 AM,01/01/2021 12:52:27 AM,1,3.3,1,N,74,167,1,15.0,0.5,0.5,3.26,0.0,0.3,19.56,0.0
333.0,539,2,01/01/2021 12:05:13 AM,01/01/2021 12:10:46 AM,1,1.83,1,N,90,48,2,7.5,0.5,0.5,0.0,0.0,0.3,11.3,2.5
365.0,540,2,01/01/2021 12:33:29 AM,01/01/2021 12:39:34 AM,1,1.27,1,N,48,143,1,7.0,0.5,0.5,3.24,0.0,0.3,14.04,2.5
418.0,542,2,01/01/2021 12:22:31 AM,01/01/2021 12:29:29 AM,2,2.56,1,N,137,140,1,9.0,0.5,0.5,2.56,0.0,0.3,15.36,2.5
794.0,543,2,01/01/2021 12:32:55 AM,01/01/2021 12:46:09 AM,2,5.27,1,N,140,69,1,16.5,0.5,0.5,0.0,0.0,0.3,20.3,2.5
259.0,544,2,01/01/2021 12:35:12 AM,01/01/2021 12:39:31 AM,2,0.92,1,N,166,166,1,5.5,0.5,0.5,2.04,0.0,0.3,8.84,0.0
527.0,545,2,01/01/2021 12:46:05 AM,01/01/2021 12:54:52 AM,2,2.04,1,N,24,142,1,9.5,0.5,0.5,2.66,0.0,0.3,15.96,2.5
1223.0,546,2,12/31/2020 11:57:17 PM,01/01/2021 12:17:40 AM,1,3.8,1,N,163,166,1,16.0,0.5,0.5,3.96,0.0,0.3,23.76,2.5
634.0,547,2,01/01/2021 12:24:49 AM,01/01/2021 12:35:23 AM,3,0.92,1,N,162,230,1,8.0,0.5,0.5,2.36,0.0,0.3,14.16,2.5
855.0,548,2,01/01/2021 12:38:29 AM,01/01/2021 12:52:44 AM,2,2.29,1,N,230,246,1,11.5,0.5,0.5,3.82,0.0,0.3,19.12,2.5
174.0,549,2,01/01/2021 12:18:49 AM,01/01/2021 12:21:43 AM,1,0.36,1,N,164,186,1,4.0,0.5,0.5,1.56,0.0,0.3,9.36,2.5
430.0,550,2,01/01/2021 12:24:28 AM,01/01/2021 12:31:38 AM,6,1.78,1,N,142,140,1,7.5,0.5,0.5,2.82,0.0,0.3,14.12,2.5
112.0,551,2,01/01/2021 12:34:54 AM,01/01/2021 12:36:46 AM,6,0.77,1,N,140,262,1,4.0,0.5,0.5,3.0,0.0,0.3,10.8,2.5
248.0,552,1,01/01/2021 12:27:02 AM,01/01/2021 12:31:10 AM,3,0.4,1,N,236,236,2,4.5,3.0,0.5,0.0,0.0,0.3,8.3,2.5
425.0,553,1,01/01/2021 12:33:07 AM,01/01/2021 12:40:12 AM,1,1.2,1,N,236,238,1,7.0,3.0,0.5,2.15,0.0,0.3,12.95,2.5
588.0,554,1,01/01/2021 12:42:01 AM,01/01/2021 12:51:49 AM,2,1.9,1,N,238,236,3,9.0,3.0,0.5,0.0,0.0,0.3,12.8,2.5
562.0,555,2,01/01/2021 12:08:51 AM,01/01/2021 12:18:13 AM,5,1.96,1,N,140,143,1,9.0,0.5,0.5,3.2,0.0,0.3,16.0,2.5
184.0,556,1,01/01/2021 12:19:36 AM,01/01/2021 12:22:40 AM,2,0.8,1,N,237,142,1,5.0,3.0,0.5,2.6,0.0,0.3,11.4,2.5
535.0,557,1,01/01/2021 12:23:44 AM,01/01/2021 12:32:39 AM,1,2.5,1,N,43,170,2,9.5,3.0,0.5,0.0,0.0,0.3,13.3,2.5
957.0,558,1,01/01/2021 12:45:23 AM,01/01/2021 01:01:20 AM,1,3.8,1,N,249,52,1,15.5,3.0,0.5,5.75,0.0,0.3,25.05,2.5
2014.0,559,2,01/01/2021 12:07:13 AM,01/01/2021 12:40:47 AM,1,8.78,1,N,68,37,1,29.0,0.5,0.5,0.0,0.0,0.3,32.8,2.5
493.0,560,2,01/01/2021 12:58:22 AM,01/01/2021 01:06:35 AM,1,1.33,1,N,79,232,2,7.5,0.5,0.5,0.0,0.0,0.3,11.3,2.5
280.0,561,2,01/01/2021 12:35:25 AM,01/01/2021 12:40:05 AM,1,1.05,1,N,231,87,1,5.5,0.5,0.5,1.5,0.0,0.3,10.8,2.5
803.0,562,2,01/01/2021 12:51:51 AM,01/01/2021 01:05:14 AM,1,5.45,1,N,90,262,1,17.5,0.5,0.5,2.0,0.0,0.3,23.3,2.5
1209.0,563,2,01/01/2021 12:22:49 AM,01/01/2021 12:42:58 AM,1,7.6,1,N,161,223,1,24.0,0.5,0.5,0.0,6.12,0.3,33.92,2.5
604.0,565,2,01/01/2021 12:06:03 AM,01/01/2021 12:16:07 AM,1,1.4,1,N,230,140,1,8.0,0.5,0.5,2.36,0.0,0.3,14.16,2.5
328.0,566,2,01/01/2021 12:17:32 AM,01/01/2021 12:23:00 AM,1,1.93,1,N,140,75,2,7.5,0.5,0.5,0.0,0.0,0.3,11.3,2.5
705.0,567,2,01/01/2021 12:52:37 AM,01/01/2021 01:04:22 AM,2,3.22,1,N,230,151,1,12.0,0.5,0.5,3.16,0.0,0.3,18.96,2.5
396.0,568,2,01/01/2021 12:26:59 AM,01/01/2021 12:33:35 AM,2,1.63,1,N,100,107,1,7.5,0.5,0.5,2.26,0.0,0.3,13.56,2.5
176.0,570,2,01/01/2021 12:35:24 AM,01/01/2021 12:38:20 AM,1,0.64,1,N,90,68,1,4.5,0.5,0.5,1.5,0.0,0.3,9.8,2.5
257.0,571,2,01/01/2021 12:42:30 AM,01/01/2021 12:46:47 AM,1,1.06,1,N,68,68,2,5.5,0.5,0.5,0.0,0.0,0.3,9.3,2.5
402.0,572,2,01/01/2021 12:13:31 AM,01/01/2021 12:20:13 AM,3,1.81,1,N,48,142,1,7.5,0.5,0.5,2.26,0.0,0.3,13.56,2.5
727.0,573,2,01/01/2021 12:53:44 AM,01/01/2021 01:05:51 AM,1,1.67,1,N,186,163,2,10.0,0.5,0.5,0.0,0.0,0.3,13.8,2.5
882.0,574,2,01/01/2021 12:16:20 AM,01/01/2021 12:31:02 AM,2,2.76,1,N,163,263,1,12.0,0.5,0.5,3.16,0.0,0.3,18.96,2.5
163.0,575,2,01/01/2021 12:49:22 AM,01/01/2021 12:52:05 AM,3,0.65,1,N,74,42,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,0.0
579.0,576,1,01/01/2021 12:26:30 AM,01/01/2021 12:36:09 AM,0,3.3,1,N,237,24,1,11.0,3.0,0.5,4.4,0.0,0.3,19.2,2.5
620.0,577,1,01/01/2021 12:40:02 AM,01/01/2021 12:50:22 AM,1,2.0,1,N,166,74,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8,0.0
471.0,578,2,01/01/2021 12:03:59 AM,01/01/2021 12:11:50 AM,1,1.44,1,N,43,262,1,7.5,0.5,0.5,4.0,0.0,0.3,15.3,2.5
476.0,579,2,01/01/2021 12:12:34 AM,01/01/2021 12:20:30 AM,3,1.43,1,N,164,107,1,7.5,0.5,0.5,2.26,0.0,0.3,13.56,2.5
876.0,580,2,01/01/2021 12:24:10 AM,01/01/2021 12:38:46 AM,5,3.97,1,N,107,142,1,14.0,0.5,0.5,3.56,0.0,0.3,21.36,2.5
839.0,581,2,01/01/2021 12:46:05 AM,01/01/2021 01:00:04 AM,3,2.99,1,N,163,24,1,12.5,0.5,0.5,3.26,0.0,0.3,19.56,2.5
1163.0,582,2,01/01/2021 12:08:07 AM,01/01/2021 12:27:30 AM,1,5.95,1,N,226,151,1,20.0,0.5,0.5,3.0,0.0,0.3,26.8,2.5
457.0,583,2,01/01/2021 12:37:15 AM,01/01/2021 12:44:52 AM,1,1.25,1,N,238,238,1,7.0,0.5,0.5,5.0,0.0,0.3,15.8,2.5
185.0,584,2,01/01/2021 12:47:09 AM,01/01/2021 12:50:14 AM,1,0.59,1,N,238,239,1,4.5,0.5,0.5,2.49,0.0,0.3,10.79,2.5
263.0,585,2,01/01/2021 12:47:00 AM,01/01/2021 12:51:23 AM,1,0.85,1,N,236,236,1,5.0,0.5,0.5,1.32,0.0,0.3,10.12,2.5
766.0,586,1,01/01/2021 12:06:23 AM,01/01/2021 12:19:09 AM,1,3.4,1,N,164,231,2,12.5,3.0,0.5,0.0,0.0,0.3,16.3,2.5
1000.0,587,2,01/01/2021 12:41:55 AM,01/01/2021 12:58:35 AM,1,2.87,1,N,230,143,1,13.5,0.5,0.5,4.33,0.0,0.3,21.63,2.5
286.0,588,2,01/01/2021 12:10:50 AM,01/01/2021 12:15:36 AM,1,1.36,1,N,237,263,1,6.0,0.5,0.5,3.7,0.0,0.3,13.5,2.5
1320.0,589,2,01/01/2021 12:55:52 AM,01/01/2021 01:17:52 AM,1,5.01,1,N,230,226,2,18.0,0.5,0.5,0.0,0.0,0.3,21.8,2.5
808.0,592,2,01/01/2021 12:19:55 AM,01/01/2021 12:33:23 AM,1,2.63,1,N,68,4,1,11.5,0.5,0.5,2.7,0.0,0.3,18.0,2.5
580.0,593,2,01/01/2021 12:37:01 AM,01/01/2021 12:46:41 AM,1,2.26,1,N,4,90,2,10.0,0.5,0.5,0.0,0.0,0.3,13.8,2.5
528.0,594,2,01/01/2021 12:49:35 AM,01/01/2021 12:58:23 AM,1,1.66,1,N,90,48,1,8.5,0.5,0.5,3.08,0.0,0.3,15.38,2.5
392.0,595,2,01/01/2021 12:36:05 AM,01/01/2021 12:42:37 AM,3,2.04,1,N,170,141,1,8.0,0.5,0.5,1.77,0.0,0.3,13.57,2.5
357.0,596,2,01/01/2021 12:44:11 AM,01/01/2021 12:50:08 AM,1,0.78,1,N,141,163,2,6.0,0.5,0.5,0.0,0.0,0.3,9.8,2.5
627.0,597,2,01/01/2021 12:59:47 AM,01/01/2021 01:10:14 AM,1,3.62,1,N,170,238,2,12.0,0.5,0.5,0.0,0.0,0.3,15.8,2.5
424.0,598,2,01/01/2021 12:17:54 AM,01/01/2021 12:24:58 AM,1,1.19,1,N,162,170,1,7.0,0.5,0.5,2.16,0.0,0.3,12.96,2.5
204.0,599,2,01/01/2021 12:31:07 AM,01/01/2021 12:34:31 AM,1,1.19,1,N,137,229,2,5.0,0.5,0.5,0.0,0.0,0.3,8.8,2.5
60.0,600,2,01/01/2021 12:45:25 AM,01/01/2021 12:46:25 AM,1,0.35,1,N,233,137,1,3.0,0.5,0.5,0.0,0.0,0.3,6.8,2.5
686.0,601,2,01/01/2021 12:50:10 AM,01/01/2021 01:01:36 AM,1,1.81,1,N,137,68,2,9.0,0.5,0.5,0.0,0.0,0.3,12.8,2.5
400.0,602,1,01/01/2021 12:31:42 AM,01/01/2021 12:38:22 AM,2,2.2,1,N,151,143,1,8.5,3.0,0.5,2.45,0.0,0.3,14.75,2.5
392.0,603,1,01/01/2021 12:49:33 AM,01/01/2021 12:56:05 AM,1,1.6,1,N,238,41,1,7.0,3.0,0.5,2.15,0.0,0.3,12.95,2.5
419.0,605,1,01/01/2021 12:00:18 AM,01/01/2021 12:07:17 AM,2,0.9,1,N,170,233,2,6.0,3.5,0.5,0.0,0.0,0.3,10.3,2.5
520.0,606,2,01/01/2021 12:49:17 AM,01/01/2021 12:57:57 AM,1,2.61,1,N,238,74,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8,0.0
532.0,607,1,01/01/2021 12:38:51 AM,01/01/2021 12:47:43 AM,1,1.9,1,N,142,238,1,9.0,3.0,0.5,3.8,0.0,0.3,16.6,2.5
810.0,608,1,01/01/2021 12:54:39 AM,01/01/2021 01:08:09 AM,2,3.5,1,N,238,90,1,13.5,3.0,0.5,3.45,0.0,0.3,20.75,2.5
329.0,609,2,01/01/2021 12:33:43 AM,01/01/2021 12:39:12 AM,1,1.76,1,N,151,143,1,7.0,0.5,0.5,2.16,0.0,0.3,12.96,2.5
1109.0,610,2,01/01/2021 12:03:40 AM,01/01/2021 12:22:09 AM,1,4.82,1,N,43,68,2,17.0,0.5,0.5,0.0,0.0,0.3,20.8,2.5
749.0,611,2,01/01/2021 12:15:25 AM,01/01/2021 12:27:54 AM,1,3.71,1,N,24,229,1,13.0,0.5,0.5,3.0,0.0,0.3,19.8,2.5
415.0,612,2,01/01/2021 12:46:02 AM,01/01/2021 12:52:57 AM,1,1.03,1,N,161,50,1,6.5,0.5,0.5,2.06,0.0,0.3,12.36,2.5
505.0,613,2,01/01/2021 12:38:51 AM,01/01/2021 12:47:16 AM,1,2.27,1,N,238,48,2,9.0,0.5,0.5,0.0,0.0,0.3,12.8,2.5
939.0,614,2,01/01/2021 12:52:58 AM,01/01/2021 01:08:37 AM,1,4.17,1,N,48,263,1,15.0,0.5,0.5,0.0,0.0,0.3,18.8,2.5
162.0,615,2,01/01/2021 12:10:47 AM,01/01/2021 12:13:29 AM,6,0.91,1,N,100,90,2,4.5,0.5,0.5,0.0,0.0,0.3,8.3,2.5
1016.0,616,2,01/01/2021 12:55:06 AM,01/01/2021 01:12:02 AM,6,3.63,1,N,164,148,1,14.5,0.5,0.5,10.0,0.0,0.3,28.3,2.5
538.0,617,1,01/01/2021 12:33:48 AM,01/01/2021 12:42:46 AM,2,4.1,1,N,137,75,2,13.5,3.0,0.5,0.0,0.0,0.3,17.3,2.5
139.0,618,2,01/01/2021 12:42:14 AM,01/01/2021 12:44:33 AM,2,0.99,1,N,107,170,1,4.5,0.5,0.5,1.66,0.0,0.3,9.96,2.5
213.0,619,2,01/01/2021 12:53:39 AM,01/01/2021 12:57:12 AM,3,0.94,1,N,107,113,1,5.5,0.5,0.5,2.0,0.0,0.3,11.3,2.5
704.0,621,2,01/01/2021 12:40:58 AM,01/01/2021 12:52:42 AM,1,2.96,1,N,79,256,1,12.0,0.5,0.5,3.95,0.0,0.3,19.75,2.5
249.0,622,1,01/01/2021 12:19:03 AM,01/01/2021 12:23:12 AM,1,0.8,1,N,48,68,1,5.0,3.0,0.5,0.2,0.0,0.3,9.0,2.5
1139.0,623,1,01/01/2021 12:34:37 AM,01/01/2021 12:53:36 AM,1,5.0,1,N,246,146,2,17.5,3.0,0.5,0.0,0.0,0.3,21.3,2.5
1380.0,624,2,01/01/2021 12:34:26 AM,01/01/2021 12:57:26 AM,1,6.91,1,N,148,189,1,23.5,0.5,0.5,6.82,0.0,0.3,34.12,2.5
1017.0,625,2,01/01/2021 12:04:53 AM,01/01/2021 12:21:50 AM,1,3.67,1,N,113,255,1,15.5,0.5,0.5,4.83,0.0,0.3,24.13,2.5
1076.0,626,2,01/01/2021 12:30:38 AM,01/01/2021 12:48:34 AM,1,5.08,1,N,144,238,1,17.0,0.5,0.5,2.0,0.0,0.3,22.8,2.5
312.0,627,2,01/01/2021 12:25:04 AM,01/01/2021 12:30:16 AM,1,1.27,1,N,230,142,1,6.0,0.5,0.5,2.94,0.0,0.3,12.74,2.5
20.0,629,1,01/01/2021 12:19:31 AM,01/01/2021 12:19:51 AM,1,0.0,1,Y,61,61,3,2.5,0.5,0.5,0.0,0.0,0.3,3.8,0.0
447.0,630,2,01/01/2021 12:30:05 AM,01/01/2021 12:37:32 AM,5,3.19,1,N,263,107,1,10.5,0.5,0.5,2.86,0.0,0.3,17.16,2.5
303.0,631,2,01/01/2021 12:57:34 AM,01/01/2021 01:02:37 AM,5,1.44,1,N,164,249,1,6.0,0.5,0.5,1.96,0.0,0.3,11.76,2.5
315.0,632,1,01/01/2021 12:39:05 AM,01/01/2021 12:44:20 AM,0,0.7,1,N,211,231,1,5.5,3.0,0.5,2.75,0.0,0.3,12.05,2.5
167.0,633,2,01/01/2021 12:17:47 AM,01/01/2021 12:20:34 AM,6,0.69,1,N,246,68,1,4.5,0.5,0.5,1.66,0.0,0.3,9.96,2.5
305.0,635,2,01/01/2021 12:37:10 AM,01/01/2021 12:42:15 AM,1,1.57,1,N,141,170,1,6.5,0.5,0.5,1.54,0.0,0.3,11.84,2.5
579.0,636,2,01/01/2021 12:53:18 AM,01/01/2021 01:02:57 AM,1,2.56,1,N,237,238,1,10.5,0.5,0.5,4.29,0.0,0.3,18.59,2.5
83436.0,637,2,12/31/2020 06:41:27 PM,01/01/2021 05:52:03 PM,1,2.61,1,N,90,229,1,10.0,0.5,0.5,2.76,0.0,0.3,16.56,2.5
951.0,638,2,01/01/2021 12:50:06 AM,01/01/2021 01:05:57 AM,2,3.76,1,N,107,33,1,15.0,0.5,0.5,4.0,0.0,0.3,22.8,2.5
448.0,640,1,01/01/2021 12:11:01 AM,01/01/2021 12:18:29 AM,1,2.0,1,N,48,68,1,8.0,3.0,0.5,0.0,0.0,0.3,11.8,2.5
612.0,641,1,01/01/2021 12:20:55 AM,01/01/2021 12:31:07 AM,1,2.0,1,N,68,4,1,9.0,3.0,0.5,3.2,0.0,0.3,16.0,2.5
802.0,642,1,01/01/2021 12:52:41 AM,01/01/2021 01:06:03 AM,1,1.4,1,N,230,237,1,10.0,3.0,0.5,2.0,0.0,0.3,15.8,2.5
1200.0,643,1,01/01/2021 12:14:05 AM,01/01/2021 12:34:05 AM,2,6.2,1,N,88,239,1,19.5,3.0,0.5,4.65,0.0,0.3,27.95,2.5
740.0,644,2,01/01/2021 12:27:50 AM,01/01/2021 12:40:10 AM,1,2.12,1,N,48,90,1,10.0,0.5,0.5,2.76,0.0,0.3,16.56,2.5
923.0,645,2,01/01/2021 12:59:37 AM,01/01/2021 01:15:00 AM,2,3.6,1,N,164,239,1,13.5,0.5,0.5,2.0,0.0,0.3,19.3,2.5
79.0,646,1,01/01/2021 12:43:50 AM,01/01/2021 12:45:09 AM,1,0.6,1,Y,249,90,2,4.0,3.0,0.5,0.0,0.0,0.3,7.8,2.5
601.0,647,2,01/01/2021 12:15:32 AM,01/01/2021 12:25:33 AM,1,2.13,1,N,143,236,2,9.5,0.5,0.5,0.0,0.0,0.3,13.3,2.5
254.0,648,2,01/01/2021 12:10:00 AM,01/01/2021 12:14:14 AM,1,0.5,1,N,236,262,2,4.5,0.5,0.5,0.0,0.0,0.3,8.3,2.5
495.0,649,2,01/01/2021 12:21:42 AM,01/01/2021 12:29:57 AM,4,2.07,1,N,43,239,1,9.0,0.5,0.5,3.2,0.0,0.3,16.0,2.5
230.0,650,2,01/01/2021 12:22:57 AM,01/01/2021 12:26:47 AM,1,1.2,1,N,142,238,2,5.5,0.5,0.5,0.0,0.0,0.3,9.3,2.5
439.0,651,2,01/01/2021 12:29:18 AM,01/01/2021 12:36:37 AM,1,2.08,1,N,238,74,2,8.5,0.5,0.5,0.0,0.0,0.3,12.3,2.5
685.0,652,2,01/01/2021 12:39:37 AM,01/01/2021 12:51:02 AM,1,4.35,1,N,75,164,2,13.5,0.5,0.5,0.0,0.0,0.3,17.3,2.5
999.0,653,2,01/01/2021 12:53:24 AM,01/01/2021 01:10:03 AM,1,5.07,1,N,100,261,2,17.0,0.5,0.5,0.0,0.0,0.3,20.8,2.5
528.0,654,2,01/01/2021 12:09:23 AM,01/01/2021 12:18:11 AM,3,2.18,1,N,161,140,1,9.0,0.5,0.5,2.56,0.0,0.3,15.36,2.5
160.0,655,2,01/01/2021 12:19:16 AM,01/01/2021 12:21:56 AM,1,0.52,1,N,140,141,2,4.0,0.5,0.5,0.0,0.0,0.3,7.8,2.5
489.0,656,2,01/01/2021 12:27:06 AM,01/01/2021 12:35:15 AM,1,3.09,1,N,237,224,2,11.0,0.5,0.5,0.0,0.0,0.3,14.8,2.5
253.0,658,2,01/01/2021 12:30:39 AM,01/01/2021 12:34:52 AM,2,0.73,1,N,237,140,1,5.0,0.5,0.5,1.76,0.0,0.3,10.56,2.5
409.0,659,2,01/01/2021 12:09:21 AM,01/01/2021 12:16:10 AM,1,1.69,1,N,237,236,2,7.5,0.5,0.5,0.0,0.0,0.3,11.3,2.5
857.0,660,2,01/01/2021 12:38:01 AM,01/01/2021 12:52:18 AM,1,3.39,1,N,230,75,2,13.5,0.5,0.5,0.0,0.0,0.3,17.3,2.5
852.0,662,1,01/01/2021 12:18:18 AM,01/01/2021 12:32:30 AM,1,4.5,1,N,234,74,1,14.5,3.0,0.5,2.7,0.0,0.3,21.0,2.5
536.0,663,2,01/01/2021 12:17:51 AM,01/01/2021 12:26:47 AM,1,1.62,1,N,75,74,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,0.0
446.0,664,2,01/01/2021 12:12:43 AM,01/01/2021 12:20:09 AM,1,1.68,1,N,230,239,1,7.5,0.5,0.5,2.26,0.0,0.3,13.56,2.5
917.0,665,2,01/01/2021 12:32:51 AM,01/01/2021 12:48:08 AM,1,3.57,1,N,48,263,2,14.0,0.5,0.5,0.0,0.0,0.3,17.8,2.5
196.0,666,2,01/01/2021 12:54:26 AM,01/01/2021 12:57:42 AM,1,0.66,1,N,141,229,2,4.5,0.5,0.5,0.0,0.0,0.3,8.3,2.5
194.0,667,1,01/01/2021 12:27:00 AM,01/01/2021 12:30:14 AM,2,0.7,1,N,48,50,1,4.5,3.0,0.5,1.65,0.0,0.3,9.95,2.5
157.0,668,1,01/01/2021 12:31:11 AM,01/01/2021 12:33:48 AM,2,0.6,1,N,50,50,1,4.0,3.0,0.5,1.55,0.0,0.3,9.35,2.5
660.0,669,1,01/01/2021 12:38:54 AM,01/01/2021 12:49:54 AM,1,2.9,1,N,142,236,1,11.5,3.0,0.5,2.0,0.0,0.3,17.3,2.5
509.0,670,1,01/01/2021 12:54:04 AM,01/01/2021 01:02:33 AM,1,2.7,1,N,263,164,2,10.0,3.0,0.5,0.0,0.0,0.3,13.8,2.5
269.0,671,2,01/01/2021 12:11:14 AM,01/01/2021 12:15:43 AM,4,0.55,1,N,231,87,1,5.0,0.5,0.5,1.32,0.0,0.3,10.12,2.5
568.0,672,2,01/01/2021 12:23:33 AM,01/01/2021 12:33:01 AM,1,5.31,1,N,45,141,2,-16.0,-0.5,-0.5,0.0,0.0,-0.3,-19.8,-2.5
568.0,673,2,01/01/2021 12:23:33 AM,01/01/2021 12:33:01 AM,1,5.31,1,N,45,263,2,16.0,0.5,0.5,0.0,0.0,0.3,19.8,2.5
867.0,675,2,01/01/2021 12:41:27 AM,01/01/2021 12:55:54 AM,2,3.88,1,N,238,158,2,13.5,0.5,0.5,0.0,0.0,0.3,17.3,2.5
483.0,676,2,01/01/2021 12:12:44 AM,01/01/2021 12:20:47 AM,3,1.53,1,N,211,79,2,7.5,0.5,0.5,0.0,0.0,0.3,11.3,2.5
1048.0,677,2,01/01/2021 12:22:35 AM,01/01/2021 12:40:03 AM,4,4.62,1,N,79,43,1,17.0,0.5,0.5,1.0,0.0,0.3,21.8,2.5
809.0,678,2,01/01/2021 12:06:19 AM,01/01/2021 12:19:48 AM,1,3.47,1,N,140,151,2,13.0,0.5,0.5,0.0,0.0,0.3,16.8,2.5
601.0,679,2,01/01/2021 12:21:29 AM,01/01/2021 12:31:30 AM,1,2.6,1,N,151,141,2,10.5,0.5,0.5,0.0,0.0,0.3,14.3,2.5
593.0,680,1,01/01/2021 12:09:50 AM,01/01/2021 12:19:43 AM,2,2.1,1,N,48,158,2,9.0,3.0,0.5,0.0,0.0,0.3,12.8,2.5
1355.0,681,1,01/01/2021 12:51:23 AM,01/01/2021 01:13:58 AM,2,4.3,1,N,230,232,1,17.5,3.0,0.5,5.3,0.0,0.3,26.6,2.5
506.0,682,1,01/01/2021 12:19:11 AM,01/01/2021 12:27:37 AM,1,3.4,1,N,263,137,1,11.0,3.0,0.5,2.95,0.0,0.3,17.75,2.5
353.0,683,1,01/01/2021 12:29:22 AM,01/01/2021 12:35:15 AM,1,2.3,1,N,137,232,2,8.5,3.0,0.5,0.0,0.0,0.3,12.3,2.5
129.0,684,1,01/01/2021 12:45:18 AM,01/01/2021 12:47:27 AM,1,0.7,1,N,107,137,1,4.0,3.0,0.5,1.55,0.0,0.3,9.35,2.5
352.0,685,1,01/01/2021 12:52:04 AM,01/01/2021 12:57:56 AM,1,1.4,1,N,162,107,2,7.0,3.0,0.5,0.0,0.0,0.3,10.8,2.5
352.0,686,2,01/01/2021 12:04:11 AM,01/01/2021 12:10:03 AM,2,1.51,1,N,236,75,2,7.0,0.5,0.5,0.0,0.0,0.3,10.8,2.5
1027.0,687,2,01/01/2021 12:18:06 AM,01/01/2021 12:35:13 AM,6,2.07,1,N,100,162,1,12.5,0.5,0.5,3.26,0.0,0.3,19.56,2.5
